AppTime;HMDPosX;HMDPosY;HMDPosZ;HMDRotX;HMDRotY;HMDRotZ;HMDRotW;LeftPosX;LeftPosY;LeftPosZ;LeftRotX;LeftRotY;LeftRotZ;LeftRotW;RightPosX;RightPosY;RightPosZ;RightRotX;RightRotY;RightRotZ;RightRotW;
3.008061;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
3.095848;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
3.858254;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
3.927667;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
3.973041;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.005145;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.029474;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.049759;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.073688;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.095661;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.120414;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.13748;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.156298;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.179879;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.208388;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.233423;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.262261;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.284806;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.308967;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.334445;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.356872;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.380324;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.404935;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.424573;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.456143;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.475952;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.500291;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.519677;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.548491;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.572601;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.596395;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.620296;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.639387;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.663548;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.687551;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.713431;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.730798;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.756544;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
4.779492;3.915;-0.528;-1.549;0;0.7964402;0;0.6047174;;;;
