AppTime;HMDPosX;HMDPosY;HMDPosZ;HMDRotX;HMDRotY;HMDRotZ;HMDRotW;LeftPosX;LeftPosY;LeftPosZ;LeftRotX;LeftRotY;LeftRotZ;LeftRotW;RightPosX;RightPosY;RightPosZ;RightRotX;RightRotY;RightRotZ;RightRotW;
2.310407;0.53;0.212;-1.188;0;0.7964417;0;0.6047153;;;;
2.372715;0.5999742;0.58382;-2.164788;0.03694086;0.684442;0.01863632;0.7278924;;;;
3.21196;0.6002251;0.5838927;-2.164546;0.03251216;0.6847177;0.0197145;0.727816;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.297681;0.5856093;0.5811225;-2.154599;-0.03687488;0.6434616;0.02639224;0.7641342;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.376553;0.364291;0.5504186;-2.117077;-0.08677433;0.2989897;0.009919368;0.9502511;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.41825;0.3316965;0.5480711;-2.120058;-0.09170745;0.2837802;0.01337972;0.9544002;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.455511;0.3073951;0.5483248;-2.127244;-0.08906402;0.2916475;0.01920259;0.9521768;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.479121;0.2986609;0.5475631;-2.13161;-0.08991626;0.3145372;0.02984697;0.9445056;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.499968;0.2935626;0.54684;-2.134265;-0.09039685;0.3293143;0.04195651;0.9389464;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.523592;0.2891352;0.5473819;-2.136341;-0.08853377;0.3348577;0.04818068;0.9368622;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.549432;0.2837228;0.5480531;-2.137968;-0.08782957;0.3358465;0.05201894;0.9363692;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.573196;0.2795245;0.5474614;-2.138161;-0.08804941;0.3304654;0.0554144;0.9380668;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.598053;0.2731794;0.5460408;-2.138495;-0.0888494;0.3144659;0.0633524;0.9429759;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.623224;0.2687362;0.5455664;-2.139207;-0.08998327;0.3039849;0.06760418;0.9460052;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.649266;0.2647499;0.5457453;-2.14003;-0.09159949;0.2949908;0.06948809;0.9485576;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.669111;0.2590507;0.5450544;-2.141976;-0.09714717;0.2825738;0.07053085;0.9517038;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.691971;0.2556044;0.5443248;-2.143017;-0.1005768;0.2735615;0.0724591;0.9538335;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.713432;0.2524614;0.5434801;-2.143953;-0.1030965;0.2624227;0.07499742;0.9564942;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.735993;0.2515242;0.5433985;-2.143913;-0.1029693;0.256516;0.07595116;0.9580336;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.757618;0.2483135;0.542856;-2.145024;-0.103805;0.2445522;0.07824719;0.9608831;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.781001;0.243647;0.5411926;-2.146553;-0.1041275;0.226079;0.07935136;0.9652715;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.799936;0.2403408;0.5397674;-2.148046;-0.103728;0.2143606;0.07825319;0.9680736;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.821179;0.2367708;0.5387287;-2.149667;-0.1026604;0.2028222;0.07652078;0.9708083;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.841138;0.2355257;0.53816;-2.150183;-0.1023735;0.1975696;0.07597601;0.9719639;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.85992;0.2329408;0.5372699;-2.1516;-0.1007731;0.1889117;0.07480905;0.973941;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.878939;0.2310695;0.5366377;-2.152697;-0.1002493;0.1831287;0.07336923;0.9752082;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.899227;0.2296866;0.5362204;-2.153815;-0.09963967;0.1784534;0.07189998;0.9762462;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.919605;0.2292723;0.536112;-2.154322;-0.0991909;0.1766599;0.07149427;0.9766479;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.945324;0.2287321;0.5358752;-2.155283;-0.09809618;0.1748205;0.07093271;0.9771302;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.966951;0.2286473;0.5358572;-2.156112;-0.09749552;0.174704;0.07088775;0.9772145;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
3.989072;0.2287107;0.5359166;-2.157053;-0.09662744;0.1753491;0.06907725;0.9773148;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.008541;0.2287987;0.5359049;-2.157293;-0.09605391;0.1751152;0.06839643;0.9774612;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.028348;0.2296642;0.535789;-2.15741;-0.09471266;0.1747791;0.06720293;0.9777349;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.048894;0.2303302;0.5355642;-2.157614;-0.09273396;0.1749308;0.06569171;0.9780002;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.068158;0.2312051;0.5353251;-2.157688;-0.09092063;0.1756552;0.06418991;0.9781402;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.089625;0.2324627;0.5351962;-2.157594;-0.09001938;0.1767595;0.06313762;0.9780933;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.10893;0.2334772;0.5351923;-2.157626;-0.08950514;0.1780014;0.06219381;0.9779757;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.127771;0.2369305;0.535763;-2.156657;-0.09093153;0.1836881;0.06043041;0.9769025;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.149076;0.2393862;0.5361621;-2.155851;-0.09221847;0.1881926;0.05907345;0.9760071;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.17082;0.2466348;0.5369142;-2.151535;-0.09291606;0.1925086;0.05772122;0.9751796;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.193196;0.2503208;0.5368173;-2.150192;-0.0940209;0.1985561;0.05656482;0.9739282;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.215828;0.2518422;0.537361;-2.150749;-0.0951267;0.2057188;0.05474304;0.9724371;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.241795;0.2538458;0.537903;-2.150628;-0.0967519;0.2136528;0.0525996;0.9706827;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.267126;0.2560951;0.5382475;-2.15021;-0.09837551;0.2214663;0.05098846;0.9688525;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.289075;0.2582793;0.5382356;-2.149964;-0.09855145;0.2288482;0.05022626;0.9671575;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.313172;0.2602924;0.5378746;-2.149557;-0.09817432;0.2363532;0.04944173;0.9654298;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.337085;0.2624717;0.537685;-2.149398;-0.0980282;0.2455228;0.04823867;0.9632145;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.359222;0.2655334;0.5373967;-2.14895;-0.09801721;0.2559168;0.04714407;0.9605607;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.381571;0.26811;0.5374499;-2.149711;-0.09965414;0.2688673;0.04914589;0.9567466;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.407209;0.2731752;0.5381886;-2.149638;-0.1072381;0.2858125;0.05649801;0.9505889;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.431202;0.2788238;0.5409632;-2.149526;-0.1215639;0.305661;0.06312613;0.9422361;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.458021;0.2838782;0.544638;-2.14991;-0.138166;0.3282421;0.0671602;0.9320177;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.482279;0.2883287;0.5490777;-2.150666;-0.1555297;0.3514616;0.07277422;0.9203202;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.507539;0.2979122;0.5600234;-2.153791;-0.2076066;0.3966788;0.0987642;0.888702;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.529443;0.3038728;0.5669453;-2.155354;-0.2404728;0.4184266;0.1132328;0.8684874;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.553905;0.3082879;0.5735174;-2.158501;-0.2778593;0.4414295;0.1308902;0.8430908;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.573135;0.3124213;0.5802531;-2.161632;-0.3158903;0.4609733;0.1505981;0.8154982;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
4.593901;0.3189875;0.5852267;-2.163348;-0.3439935;0.4772783;0.1699165;0.7905709;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
