AppTime;HMDPosX;HMDPosY;HMDPosZ;HMDRotX;HMDRotY;HMDRotZ;HMDRotW;LeftPosX;LeftPosY;LeftPosZ;LeftRotX;LeftRotY;LeftRotZ;LeftRotW;RightPosX;RightPosY;RightPosZ;RightRotX;RightRotY;RightRotZ;RightRotW;
17.0843;0.53;0.212;-1.188;0;0.7964417;0;0.6047153;;;;
17.14582;0.53;0.212;-1.188;0;0.7964417;0;0.6047153;;;0.53;0.212;-1.188;0;0.7964417;0;0.6047153
17.1879;0.2358001;0.4913516;-1.987627;-0.01755931;0.8020212;-0.05068638;0.594882;;;0.3198181;0.4027783;-2.238407;-0.4428182;0.6998771;0.4842246;0.2821538
17.22161;0.2358068;0.4914128;-1.987583;-0.0160556;0.803588;-0.05014619;0.5928525;;;0.3180621;0.401134;-2.239052;-0.4316712;0.7038186;0.4920127;0.276085
17.25352;0.2356444;0.4911468;-1.98771;-0.01646866;0.8049496;-0.05088765;0.5909275;;;0.3181444;0.4004279;-2.239065;-0.4278407;0.7076341;0.4950936;0.2666248
17.28036;0.2354496;0.4907997;-1.987962;-0.01743641;0.8064364;-0.05150169;0.5888158;;;0.3188344;0.4000289;-2.239866;-0.4217274;0.7130514;0.4932824;0.2652852
17.31238;0.2350292;0.4905901;-1.988115;-0.01874365;0.8086632;-0.05251921;0.5856229;;;0.3188;0.3994547;-2.24169;-0.4202097;0.7168317;0.488236;0.2668367
17.34458;0.2345999;0.4907806;-1.988155;-0.02003435;0.8107815;-0.05148642;0.582736;;;0.3177939;0.3988472;-2.244178;-0.4241547;0.7177542;0.4818964;0.269625
17.37337;0.2341147;0.4910419;-1.988129;-0.02037683;0.8115257;-0.04995526;0.5818208;;;0.3192544;0.3981774;-2.24631;-0.4249766;0.7233012;0.4744683;0.2666648
17.39908;0.2337489;0.4917991;-1.987676;-0.02063416;0.8113521;-0.04726573;0.5822783;;;0.3179666;0.3979819;-2.248828;-0.4240198;0.7258698;0.4729902;0.2638195
17.43774;0.2336549;0.4921243;-1.987424;-0.0208717;0.810509;-0.0453958;0.5835913;;;0.318566;0.3979568;-2.249656;-0.4228748;0.7286553;0.47154;0.260554
17.46467;0.2336911;0.4924577;-1.986941;-0.02126853;0.8091052;-0.04419999;0.5856132;;;0.3171166;0.397666;-2.253763;-0.4247536;0.733357;0.4662072;0.2538165
17.48826;0.2339097;0.4928151;-1.985981;-0.02184658;0.8051884;-0.04327738;0.5910342;;;0.3161212;0.3975186;-2.256027;-0.4283177;0.7352933;0.4614677;0.2508692
17.51285;0.2342002;0.4928597;-1.985451;-0.02231164;0.8026271;-0.04312081;0.594502;;;0.3156709;0.3968464;-2.258103;-0.4335614;0.7366362;0.4554114;0.2489825
