AppTime;HMDPosX;HMDPosY;HMDPosZ;HMDRotX;HMDRotY;HMDRotZ;HMDRotW;LeftPosX;LeftPosY;LeftPosZ;LeftRotX;LeftRotY;LeftRotZ;LeftRotW;RightPosX;RightPosY;RightPosZ;RightRotX;RightRotY;RightRotZ;RightRotW;
5,251966;3,915;-0,528;-1,549;0;0,7964402;0;0,6047174;;;;
5,32882;3,980136;-0,8206676;-2,684575;0,003530856;0,9642516;0,03830564;0,2621811;;;;
6,005889;3,980117;-0,8206624;-2,684564;0,003537314;0,9642513;0,03831592;0,2621809;;;;
6,08636;3,979988;-0,82064;-2,684679;0,003496177;0,9642607;0,03825898;0,2621555;;;;
6,136921;3,979249;-0,8204662;-2,684417;0,003481004;0,9642693;0,03813819;0,2621416;;;;
6,1702;3,979277;-0,8204613;-2,684424;0,003536163;0,9642578;0,03816931;0,2621785;;;;
6,195387;3,979619;-0,8205116;-2,6845;0,003564594;0,9642333;0,0382134;0,2622621;;;;
6,217781;3,979631;-0,8205022;-2,684517;0,003556786;0,9642668;0,03810116;0,2621552;;;;
6,243375;3,97969;-0,8205216;-2,684553;0,003499823;0,9642761;0,0382172;0,2621049;;;;
6,262968;3,979424;-0,8204715;-2,684552;0,00339986;0,9642534;0,03813762;0,2622015;;;;
6,283377;3,978954;-0,8203778;-2,684503;0,003432104;0,9642581;0,03821516;0,2621722;;;;
6,303594;3,978947;-0,8203632;-2,68459;0,003387216;0,9642363;0,03811388;0,2622678;;;;
6,322461;3,978846;-0,8203419;-2,684527;0,003448;0,9642461;0,038188;0,26222;;;;
6,342125;3,978639;-0,8202984;-2,684511;0,003416421;0,9642494;0,03826267;0,2621974;;;;
6,359894;3,978535;-0,8202497;-2,684505;0,003437376;0,9642536;0,03813305;0,2622007;;;;
6,377492;3,978481;-0,8202415;-2,684504;0,003436659;0,964265;0,03818991;0,2621502;;;;
6,396145;3,978731;-0,8202841;-2,68454;0,003394065;0,9642599;0,03815706;0,2621746;;;;
6,413508;3,979089;-0,8203459;-2,684607;0,003377467;0,9642549;0,03816121;0,2621922;;;;
6,431103;3,979349;-0,8204147;-2,684622;0,003432844;0,9642559;0,03819881;0,2621826;;;;
6,448925;3,979436;-0,8204492;-2,684569;0,003386233;0,9642553;0,03824854;0,2621781;;;;
6,466453;3,979254;-0,8204286;-2,684553;0,003490277;0,9642659;0,03822314;0,2621412;;;;
6,485376;3,979105;-0,8203866;-2,684582;0,003420724;0,9642501;0,0382617;0,2621948;;;;
6,514439;3,979177;-0,8203285;-2,684615;0,003470039;0,964295;0,0379839;0,2620695;;;;
6,536343;3,979262;-0,8203358;-2,684743;0,003448486;0,9642385;0,03808138;0,2622635;;;;
6,558222;3,978971;-0,8202927;-2,684662;0,003497066;0,9642444;0,0383527;0,2622015;;;;
6,579313;3,97898;-0,8203014;-2,684649;0,003347302;0,9642569;0,03795034;0,2622162;;;;
6,601883;3,979073;-0,8203229;-2,684647;0,003520202;0,9642843;0,03824581;0,2620701;;;;
6,623977;3,978651;-0,8202918;-2,684597;0,003315756;0,9642403;0,03816339;0,2622464;;;;
6,646318;3,978708;-0,8202723;-2,684593;0,003556028;0,9642871;0,03816201;0,2620714;;;;
6,669071;3,97892;-0,8203323;-2,684569;0,003482323;0,9642546;0,03814046;0,2621952;;;;
6,691047;3,978366;-0,8202324;-2,68443;0,003360227;0,9642733;0,03808981;0,2621354;;;;
6,712857;3,978583;-0,8203225;-2,684449;0,003479075;0,9642658;0,03833532;0,2621258;;;;
6,734859;3,97849;-0,8202842;-2,684538;0,003372233;0,9642488;0,03812104;0,2622206;;;;
6,75719;3,978441;-0,8202325;-2,684507;0,003491716;0,9642512;0,03816966;0,2622033;;;;
6,778807;3,978654;-0,8203237;-2,684489;0,003297718;0,9642338;0,03824376;0,2622592;;;;
6,802394;3,978902;-0,8203816;-2,684942;0,004942712;0,9642401;0,03311684;0,2629069;;;;
